time,temporada,rodada,data,horario,dia_semana,mes,adversario,resultado,gols_favor,gols_sofridos,condicao,arbitro,idade_media_titular_time,desvio_idade_media_time,altura_media_titular_time,desvio_altura_media_time,idade_media_titular_adv,desvio_idade_media_adv,altura_media_titular_adv,desvio_altura_media_adv,estadio,publico
Vasco da Gama,2018,31,26/10/2018,21:30,Sexta,10,Internacional,Empate,1,1,Mandante,Igor Junio Benevenuto,28.1,5.3,181.1,6.1,28.1,4.2,181.0,6.3,Estádio São Januário,8648
Vasco da Gama,2018,32,03/11/2018,17:00,Sábado,11,Fluminense,Vitória,1,0,Visitante,Luiz Flávio de Oliveira,28.1,5.3,181.1,6.1,25.3,3.5,180.0,8.5,Estádio do Maracanã,14275
Vasco da Gama,2018,33,11/11/2018,16:00,Domingo,11,Grêmio,Derrota,1,2,Visitante,Raphael Claus,26.9,5.2,180.6,5.9,31.0,4.4,180.9,5.5,Arena do Grêmio,20763
Vasco da Gama,2018,34,14/11/2018,18:30,Quarta,11,Athletico,Empate,1,1,Mandante,Leandro Pedro Vuaden,27.8,4.1,180.5,4.9,27.6,4.6,180.0,6.6,Estádio São Januário,20917
Vasco da Gama,2018,35,17/11/2018,18:00,Sábado,11,Corinthians,Derrota,0,1,Visitante,Wilton Pereira Sampaio,27.5,3.8,179.3,5.8,28.6,6.5,180.3,8.1,Neo Química Arena,38605
Vasco da Gama,2018,36,22/11/2018,19:00,Quinta,11,São Paulo,Vitória,2,0,Mandante,Anderson Daronco,28.2,4.1,179.7,6.4,28.1,4.6,181.1,4.4,Estádio São Januário,1123
Vasco da Gama,2018,37,25/11/2018,16:00,Domingo,11,Palmeiras,Derrota,0,1,Mandante,Rafael Traci,28.3,4.1,179.7,6.4,28.4,3.1,179.8,6.2,Estádio São Januário,22957
Vasco da Gama,2018,38,02/12/2018,16:00,Domingo,12,Ceará,Empate,0,0,Visitante,Raphael Claus,27.1,4.8,181.3,5.0,27.8,4.0,178.7,7.8,Estádio Governador Plácido Castelo,55445
Vasco da Gama,2019,1,28/04/2019,16:00,Domingo,04,Athletico,Derrota,1,4,Visitante,Luiz Flávio de Oliveira,25.0,4.8,183.5,5.4,26.7,4.3,178.3,7.0,Arena da Baixada,12275
Vasco da Gama,2019,2,01/05/2019,21:30,Quarta,05,Atlético Mineiro,Derrota,1,2,Mandante,Raphael Claus,25.4,4.5,181.5,6.7,30.0,5.5,179.5,8.5,Estádio São Januário,6745
Vasco da Gama,2019,3,04/05/2019,19:00,Sábado,05,Corinthians,Empate,1,1,Mandante,Rodrigo D'alonso Ferreira,26.6,4.7,180.5,6.8,27.8,5.5,181.5,7.9,Estádio São Januário,25779
